"","exe_type","problem_size","run_id","metric_type","metric","value","units","resource","nodes","cpus"
"154","mvapich2/libsci/fftw3/cce","akstd",8,"statistic","Average STREAM 'Scale' Memory Bandwidth","11997.9008","MByte per Second","Ookami",1,48
"155","mvapich2/libsci/fftw3/cce","akstd",8,"statistic","Average STREAM 'Triad' Memory Bandwidth","13322.6496","MByte per Second","Ookami",1,48
"156","mvapich2/libsci/fftw3/cce","akstd",8,"statistic","Fast Fourier Transform (FFTW) Floating-Point Performance","7676.2","MFLOP per Second","Ookami",1,48
"157","mvapich2/libsci/fftw3/cce","akstd",8,"statistic","High Performance LINPACK Floating-Point Performance","799089.0","MFLOP per Second","Ookami",1,48
"158","mvapich2/libsci/fftw3/cce","akstd",8,"statistic","High Performance LINPACK Run Time","6.67502","Second","Ookami",1,48
"159","mvapich2/libsci/fftw3/cce","akstd",8,"statistic","MPI Random Access","13.4711","MUpdate per Second","Ookami",1,48
"160","mvapich2/libsci/fftw3/cce","akstd",8,"statistic","Parallel Matrix Transpose (PTRANS)","21641.1136","MByte per Second","Ookami",1,48
"161","mvapich2/libsci/fftw3/cce","akstd",9,"parameter","App:Version","1.5.0f",NA,"Ookami",1,48
"162","mvapich2/libsci/fftw3/cce","akstd",9,"parameter","Input:DGEMM Problem Size","1666",NA,"Ookami",1,48
"163","mvapich2/libsci/fftw3/cce","akstd",9,"parameter","Input:High Performance LINPACK Grid Cols","12",NA,"Ookami",1,48
"164","mvapich2/libsci/fftw3/cce","akstd",9,"parameter","Input:High Performance LINPACK Grid Rows","4",NA,"Ookami",1,48
"165","mvapich2/libsci/fftw3/cce","akstd",9,"parameter","Input:High Performance LINPACK Problem Size","20000",NA,"Ookami",1,48
"166","mvapich2/libsci/fftw3/cce","akstd",9,"parameter","Input:MPI Ranks","48",NA,"Ookami",1,48
"167","mvapich2/libsci/fftw3/cce","akstd",9,"parameter","Input:MPIRandom Problem Size","256.0","MWord","Ookami",1,48
"168","mvapich2/libsci/fftw3/cce","akstd",9,"parameter","Input:OpenMP Threads","0",NA,"Ookami",1,48
"169","mvapich2/libsci/fftw3/cce","akstd",9,"parameter","Input:PTRANS Problem Size","10000",NA,"Ookami",1,48
"170","mvapich2/libsci/fftw3/cce","akstd",9,"parameter","Input:STREAM Array Size","2777777","MWord","Ookami",1,48
"171","mvapich2/libsci/fftw3/cce","akstd",9,"statistic","Average Double-Precision General Matrix Multiplication (DGEMM) Floating-Point Performance","19925.8","MFLOP per Second","Ookami",1,48
"172","mvapich2/libsci/fftw3/cce","akstd",9,"statistic","Average STREAM 'Add' Memory Bandwidth","13277.5936","MByte per Second","Ookami",1,48
"173","mvapich2/libsci/fftw3/cce","akstd",9,"statistic","Average STREAM 'Copy' Memory Bandwidth","11672.1664","MByte per Second","Ookami",1,48
"174","mvapich2/libsci/fftw3/cce","akstd",9,"statistic","Average STREAM 'Scale' Memory Bandwidth","12003.2256","MByte per Second","Ookami",1,48
"175","mvapich2/libsci/fftw3/cce","akstd",9,"statistic","Average STREAM 'Triad' Memory Bandwidth","13336.3712","MByte per Second","Ookami",1,48
"176","mvapich2/libsci/fftw3/cce","akstd",9,"statistic","Fast Fourier Transform (FFTW) Floating-Point Performance","7058.28","MFLOP per Second","Ookami",1,48
"177","mvapich2/libsci/fftw3/cce","akstd",9,"statistic","High Performance LINPACK Floating-Point Performance","804686.0","MFLOP per Second","Ookami",1,48
"178","mvapich2/libsci/fftw3/cce","akstd",9,"statistic","High Performance LINPACK Run Time","6.62859","Second","Ookami",1,48
"179","mvapich2/libsci/fftw3/cce","akstd",9,"statistic","MPI Random Access","13.6776","MUpdate per Second","Ookami",1,48
"180","mvapich2/libsci/fftw3/cce","akstd",9,"statistic","Parallel Matrix Transpose (PTRANS)","21114.2656","MByte per Second","Ookami",1,48
"181","mvapich2/libsci/fftw3/cce","akstd",10,"parameter","App:Version","1.5.0f",NA,"Ookami",1,48
"182","mvapich2/libsci/fftw3/cce","akstd",10,"parameter","Input:DGEMM Problem Size","1666",NA,"Ookami",1,48
"183","mvapich2/libsci/fftw3/cce","akstd",10,"parameter","Input:High Performance LINPACK Grid Cols","12",NA,"Ookami",1,48
"184","mvapich2/libsci/fftw3/cce","akstd",10,"parameter","Input:High Performance LINPACK Grid Rows","4",NA,"Ookami",1,48
"185","mvapich2/libsci/fftw3/cce","akstd",10,"parameter","Input:High Performance LINPACK Problem Size","20000",NA,"Ookami",1,48
"186","mvapich2/libsci/fftw3/cce","akstd",10,"parameter","Input:MPI Ranks","48",NA,"Ookami",1,48
"187","mvapich2/libsci/fftw3/cce","akstd",10,"parameter","Input:MPIRandom Problem Size","256.0","MWord","Ookami",1,48
